time_stamp,pm2.5_atm,pm2.5_cf_1
2026-01-11T18:00:00Z,2437.8,3651.8
2026-01-11T19:00:00Z,2357.9,3531.1
2026-01-11T20:00:00Z,2314.9,3466.2
2026-01-11T21:00:00Z,2264.4,3390.3
2026-01-11T22:00:00Z,2227.3,3334.7
2026-01-11T23:00:00Z,2225.1,3331.1
2026-01-12T00:00:00Z,2273,3402.8
2026-01-12T01:00:00Z,2359.3,3532.6
2026-01-12T02:00:00Z,2411.8,3612.2
2026-01-12T03:00:00Z,2429.5,3637.2
2026-01-12T04:00:00Z,2443.4,3658.2
2026-01-12T05:00:00Z,2464.7,3690.5
2026-01-12T06:00:00Z,2450.8,3669.3
2026-01-12T07:00:00Z,2460.3,3684.9
2026-01-12T08:00:00Z,2485.7,3722.2
2026-01-12T09:00:00Z,2478.5,3711.2
2026-01-12T10:00:00Z,2472.4,3702.9
2026-01-12T11:00:00Z,2454.6,3678
2026-01-12T12:00:00Z,2458.4,3682.5
2026-01-12T13:00:00Z,2467.3,3696.7
2026-01-12T14:00:00Z,2488.4,3729.5
2026-01-12T15:00:00Z,2479.8,3716
2026-01-12T16:00:00Z,2478.3,3711.5
2026-01-12T17:00:00Z,2442.8,3657.8
2026-01-12T18:00:00Z,2395.2,3585.5
2026-01-12T19:00:00Z,2318,3468.7
2026-01-12T20:00:00Z,2245,3359.2
2026-01-12T21:00:00Z,2215.2,3315
2026-01-12T22:00:00Z,2198.1,3289.5
2026-01-12T23:00:00Z,2199.8,3291.4
2026-01-13T00:00:00Z,2240.4,3352.1
2026-01-13T01:00:00Z,2313.3,3461.2
2026-01-13T02:00:00Z,2342.3,3504.7
2026-01-13T03:00:00Z,2310.1,3458.4
2026-01-13T04:00:00Z,2345.3,3509.5
2026-01-13T05:00:00Z,2380.1,3562.1
2026-01-13T06:00:00Z,2390.7,3579.8
2026-01-13T07:00:00Z,2417.9,3619.5
2026-01-13T08:00:00Z,2381.2,3563.4
2026-01-13T09:00:00Z,2349.1,3515.9
2026-01-13T10:00:00Z,2355.2,3525.4
2026-01-13T11:00:00Z,2374.3,3554.4
