time_stamp,pm2.5_atm,pm2.5_cf_1
2026-01-23T17:00:00Z,3.2,3.2
2026-01-23T18:00:00Z,3.6,3.6
2026-01-23T19:00:00Z,3,3
2026-01-23T20:00:00Z,3.4,3.4
2026-01-23T21:00:00Z,3.6,3.6
2026-01-23T22:00:00Z,2.8,2.8
2026-01-23T23:00:00Z,2,2
2026-01-24T00:00:00Z,1.7,1.7
2026-01-24T01:00:00Z,1,1
2026-01-24T02:00:00Z,0.4,0.4
2026-01-24T03:00:00Z,1.3,1.3
2026-01-24T04:00:00Z,0.9,0.9
2026-01-24T05:00:00Z,0.9,0.9
2026-01-24T06:00:00Z,0.7,0.7
2026-01-24T07:00:00Z,0.7,0.7
2026-01-24T08:00:00Z,0.7,0.7
2026-01-24T09:00:00Z,0.6,0.6
2026-01-24T10:00:00Z,0.6,0.6
2026-01-24T11:00:00Z,0.8,0.8
2026-01-24T12:00:00Z,0.7,0.7
2026-01-24T13:00:00Z,0.7,0.7
2026-01-24T14:00:00Z,0.6,0.6
2026-01-24T15:00:00Z,0.7,0.7
2026-01-24T16:00:00Z,1.5,1.5
2026-01-24T17:00:00Z,0.8,0.8
2026-01-24T18:00:00Z,0.8,0.8
2026-01-24T19:00:00Z,1.2,1.2
2026-01-24T20:00:00Z,1.6,1.6
2026-01-24T21:00:00Z,2.1,2.1
2026-01-24T22:00:00Z,1.3,1.3
2026-01-24T23:00:00Z,0.6,0.6
