time_stamp,pm2.5_atm,pm2.5_cf_1
2026-01-01T00:00:00Z,1474.4,2205.6
2026-01-01T01:00:00Z,1441.4,2156
2026-01-01T02:00:00Z,1421.7,2126.7
2026-01-01T03:00:00Z,1415.6,2117.9
2026-01-01T04:00:00Z,1409.6,2108.6
2026-01-01T05:00:00Z,1407.7,2105.6
2026-01-01T06:00:00Z,1409.6,2108.6
2026-01-01T07:00:00Z,1414.2,2116
2026-01-01T08:00:00Z,1418.4,2123.3
2026-01-01T09:00:00Z,1419.6,2123.8
2026-01-01T10:00:00Z,1423.6,2129.8
2026-01-01T11:00:00Z,1423.5,2129.6
2026-01-01T12:00:00Z,1428.7,2137.3
2026-01-01T13:00:00Z,1430.5,2140
2026-01-01T14:00:00Z,1430.9,2140.7
2026-01-01T15:00:00Z,1429.6,2138.7
2026-01-01T16:00:00Z,1437,2149.6
2026-01-01T17:00:00Z,1448.6,2166.9
2026-01-01T18:00:00Z,1460.8,2185.5
2026-01-01T19:00:00Z,1473,2203.2
2026-01-01T20:00:00Z,1479.2,2212.4
2026-01-01T21:00:00Z,1482.4,2217.5
2026-01-01T22:00:00Z,1479.1,2212.7
2026-01-01T23:00:00Z,1476.6,2209.2
2026-01-02T00:00:00Z,1473.5,2204.8
2026-01-02T01:00:00Z,1472.1,2202.7
2026-01-02T02:00:00Z,1471.6,2202
2026-01-02T03:00:00Z,1472.1,2202.9
2026-01-02T04:00:00Z,1474.6,2206.3
2026-01-02T05:00:00Z,1475.1,2207.4
2026-01-02T06:00:00Z,1471.1,2201
2026-01-02T07:00:00Z,1464.6,2191.2
2026-01-02T08:00:00Z,1462.1,2187.2
2026-01-02T09:00:00Z,1456.8,2179.4
2026-01-02T10:00:00Z,1450,2170.7
2026-01-02T11:00:00Z,1449.3,2171.4
2026-01-02T12:00:00Z,1441.6,2162.3
2026-01-02T13:00:00Z,1455.7,2183.9
2026-01-02T14:00:00Z,1465.2,2198.1
2026-01-02T15:00:00Z,1467.6,2201.6
2026-01-02T16:00:00Z,1474.5,2212.2
2026-01-02T17:00:00Z,1485.5,2228.6
2026-01-02T18:00:00Z,1500.8,2251.6
2026-01-02T19:00:00Z,1519.2,2279.2
2026-01-02T20:00:00Z,1540.9,2311.6
2026-01-02T21:00:00Z,1551.5,2327.6
