time_stamp,pm2.5_atm,pm2.5_cf_1
2026-01-01T00:00:00Z,1500.7,2246.2
2026-01-01T01:00:00Z,1452,2172.4
2026-01-01T02:00:00Z,1435.5,2147.8
2026-01-01T03:00:00Z,1428.5,2138.8
2026-01-01T04:00:00Z,1419,2123.1
2026-01-01T05:00:00Z,1411,2112.3
2026-01-01T06:00:00Z,1423,2130.3
2026-01-01T07:00:00Z,1430.5,2140.1
2026-01-01T08:00:00Z,1428.3,2138.2
2026-01-01T09:00:00Z,1432.9,2144.1
2026-01-01T10:00:00Z,1431,2140.6
2026-01-01T11:00:00Z,1434,2146.1
2026-01-01T12:00:00Z,1447.6,2167.4
2026-01-01T13:00:00Z,1450.6,2174
2026-01-01T14:00:00Z,1441.9,2157.7
2026-01-01T15:00:00Z,1426.5,2134.3
2026-01-01T16:00:00Z,1439.5,2154.7
2026-01-01T17:00:00Z,1464.7,2193.1
2026-01-01T18:00:00Z,1473,2204
2026-01-01T19:00:00Z,1471.6,2202
2026-01-01T20:00:00Z,1480,2213.9
2026-01-01T21:00:00Z,1477.1,2209.6
2026-01-01T22:00:00Z,1475,2206.3
2026-01-01T23:00:00Z,1476.2,2207.9
2026-01-02T00:00:00Z,1474.3,2206.6
2026-01-02T01:00:00Z,1479.5,2213.7
2026-01-02T02:00:00Z,1475,2206.5
2026-01-02T03:00:00Z,1472.7,2203.1
2026-01-02T04:00:00Z,1454,2176.1
2026-01-02T05:00:00Z,1470.4,2202.8
2026-01-02T06:00:00Z,1449.6,2170.6
2026-01-02T07:00:00Z,1463.2,2191.6
2026-01-02T08:00:00Z,1472.8,2205
2026-01-02T09:00:00Z,1456.4,2180.6
2026-01-02T10:00:00Z,1468.3,2202
2026-01-02T11:00:00Z,1465.5,2194.5
2026-01-02T12:00:00Z,1461.3,2191.3
2026-01-02T13:00:00Z,1465.7,2198.2
2026-01-02T14:00:00Z,1463.1,2194.9
2026-01-02T15:00:00Z,1466.2,2199.5
2026-01-02T16:00:00Z,1465.7,2198.9
2026-01-02T17:00:00Z,1489.1,2234.1
2026-01-02T18:00:00Z,1514.1,2271.6
2026-01-02T19:00:00Z,1545.4,2318.5
2026-01-02T20:00:00Z,1575.8,2364
2026-01-02T21:00:00Z,1584.8,2377.6
2026-01-02T22:00:00Z,1575.5,2363.6
2026-01-02T23:00:00Z,1564,2346.5
2026-01-03T00:00:00Z,1530,2294.6
2026-01-03T01:00:00Z,1503.7,2255.1
2026-01-03T02:00:00Z,1507,2260.6
2026-01-03T03:00:00Z,1498.7,2248.4
2026-01-03T04:00:00Z,1494.5,2242.2
2026-01-03T05:00:00Z,1478.2,2217.7
2026-01-03T06:00:00Z,1468,2202.3
2026-01-03T07:00:00Z,1457.6,2186.8
2026-01-03T08:00:00Z,1457.7,2187.1
2026-01-03T09:00:00Z,1460.7,2191.5
2026-01-03T10:00:00Z,1455,2182.9
2026-01-03T11:00:00Z,1450.3,2176
2026-01-03T12:00:00Z,1457.8,2187.2
2026-01-03T13:00:00Z,1474.3,2211.8
2026-01-03T14:00:00Z,1504.8,2257.6
2026-01-03T15:00:00Z,1499.2,2249.3
2026-01-03T16:00:00Z,1503.3,2255.3
2026-01-03T17:00:00Z,1551.7,2327.9
2026-01-03T18:00:00Z,1612.8,2419.5
2026-01-03T19:00:00Z,1643.2,2465.2
2026-01-03T20:00:00Z,1616.2,2424.4
2026-01-03T21:00:00Z,1601.2,2402.1
2026-01-03T22:00:00Z,1587.4,2381.5
2026-01-03T23:00:00Z,1551.1,2327.1
2026-01-04T00:00:00Z,1529.1,2294.2
2026-01-04T01:00:00Z,1540.6,2311.2
2026-01-04T02:00:00Z,1545,2317.8
2026-01-04T03:00:00Z,1536.2,2304.8
2026-01-04T04:00:00Z,1545.5,2318.6
2026-01-04T05:00:00Z,1544.3,2316.7
2026-01-04T06:00:00Z,1548.3,2322.7
2026-01-04T07:00:00Z,1549.6,2324.7
2026-01-04T08:00:00Z,1539.1,2309
2026-01-04T09:00:00Z,1535.7,2304.1
2026-01-04T10:00:00Z,1541.6,2312.7
2026-01-04T11:00:00Z,1542.4,2313.8
2026-01-04T12:00:00Z,1541.4,2312.4
2026-01-04T13:00:00Z,1540,2310.4
2026-01-04T14:00:00Z,1538.3,2307.9
2026-01-04T15:00:00Z,1541.5,2312.5
2026-01-04T16:00:00Z,1545.7,2318.8
2026-01-04T17:00:00Z,1541.6,2312.8
2026-01-04T18:00:00Z,1539.2,2309.2
2026-01-04T19:00:00Z,1556.4,2335
2026-01-04T20:00:00Z,1557.1,2336
2026-01-04T21:00:00Z,1566.8,2350.7
2026-01-04T22:00:00Z,1560,2340.5
2026-01-04T23:00:00Z,1540.6,2311.3
2026-01-05T00:00:00Z,1530.4,2296.1
2026-01-05T01:00:00Z,1514.8,2272.6
2026-01-05T02:00:00Z,1518.6,2278.3
2026-01-05T03:00:00Z,1509.3,2264.3
2026-01-05T04:00:00Z,1507.4,2261.4
2026-01-05T05:00:00Z,1500.8,2251.6
2026-01-05T06:00:00Z,1491.2,2237.1
2026-01-05T07:00:00Z,1485.9,2229.2
2026-01-05T08:00:00Z,1493.7,2240.9
2026-01-05T09:00:00Z,1498.5,2248.1
2026-01-05T10:00:00Z,1491.2,2237.2
2026-01-05T11:00:00Z,1489.8,2235
2026-01-05T12:00:00Z,1475.5,2213.6
2026-01-05T13:00:00Z,1471.3,2207.3
2026-01-05T14:00:00Z,1474.4,2211.9
2026-01-05T15:00:00Z,1468.7,2203.3
2026-01-05T16:00:00Z,1478.4,2217.9
2026-01-05T17:00:00Z,1479.7,2219.8
2026-01-05T18:00:00Z,1503.1,2255.1
2026-01-05T19:00:00Z,1535.6,2303.8
2026-01-05T20:00:00Z,1565,2347.9
2026-01-05T21:00:00Z,1550.8,2326.6
2026-01-05T22:00:00Z,1656.5,2485.2
2026-01-05T23:00:00Z,1659.6,2490
2026-01-06T00:00:00Z,1539.8,2310
2026-01-06T01:00:00Z,1467,2200.9
2026-01-06T02:00:00Z,1452.1,2178.7
