time_stamp,pm2.5_atm,pm2.5_cf_1
2026-01-08T05:00:00Z,10.3,10.3
2026-01-08T06:00:00Z,9.3,9.3
2026-01-08T07:00:00Z,9.9,9.9
2026-01-08T08:00:00Z,9.9,9.9
2026-01-08T09:00:00Z,3.2,3.2
2026-01-08T10:00:00Z,0.2,0.2
2026-01-08T11:00:00Z,0.5,0.5
2026-01-08T12:00:00Z,0.3,0.3
2026-01-08T13:00:00Z,0.9,0.9
2026-01-08T14:00:00Z,1.6,1.6
2026-01-08T15:00:00Z,2.7,2.7
2026-01-08T16:00:00Z,4.9,4.9
2026-01-08T17:00:00Z,4,4
2026-01-08T18:00:00Z,1.5,1.5
2026-01-08T19:00:00Z,1.2,1.2
2026-01-08T20:00:00Z,1.3,1.3
2026-01-08T21:00:00Z,0.9,0.9
2026-01-08T22:00:00Z,1.6,1.6
2026-01-08T23:00:00Z,0.9,0.9
2026-01-09T00:00:00Z,2.3,2.3
2026-01-09T01:00:00Z,3.4,3.4
2026-01-09T02:00:00Z,3.3,3.3
2026-01-09T03:00:00Z,5,5.1
2026-01-09T04:00:00Z,2.6,2.6
2026-01-09T05:00:00Z,7,7
2026-01-09T06:00:00Z,8.1,8.2
2026-01-09T07:00:00Z,1,1
2026-01-09T08:00:00Z,0.6,0.6
2026-01-09T09:00:00Z,0.6,0.6
2026-01-09T10:00:00Z,0.4,0.4
2026-01-09T11:00:00Z,0.3,0.3
2026-01-09T12:00:00Z,0.5,0.5
2026-01-09T13:00:00Z,1,1
2026-01-09T14:00:00Z,1.4,1.4
2026-01-09T15:00:00Z,1,1
2026-01-09T16:00:00Z,1.8,1.8
2026-01-09T17:00:00Z,2.9,2.9
2026-01-09T18:00:00Z,2,2
2026-01-09T19:00:00Z,0.8,0.8
2026-01-09T20:00:00Z,0.6,0.6
2026-01-09T21:00:00Z,1.1,1.1
2026-01-09T22:00:00Z,1.8,1.8
2026-01-09T23:00:00Z,2.5,2.5
2026-01-10T00:00:00Z,2.8,2.8
2026-01-10T01:00:00Z,3.1,3.1
2026-01-10T02:00:00Z,4.7,4.7
2026-01-10T03:00:00Z,5.6,5.6
2026-01-10T04:00:00Z,9,9
2026-01-10T05:00:00Z,10.2,10.2
2026-01-10T06:00:00Z,11.1,11.1
2026-01-10T07:00:00Z,8.8,8.8
2026-01-10T08:00:00Z,9.2,9.2
2026-01-10T09:00:00Z,7.3,7.3
2026-01-10T10:00:00Z,7,7
2026-01-10T11:00:00Z,6,6
2026-01-10T12:00:00Z,5.3,5.3
2026-01-10T13:00:00Z,4.8,4.8
2026-01-10T14:00:00Z,6.3,6.3
2026-01-10T15:00:00Z,6.3,6.3
2026-01-10T16:00:00Z,9.2,9.2
2026-01-10T17:00:00Z,10.7,10.7
2026-01-10T18:00:00Z,11.3,11.3
2026-01-10T19:00:00Z,8.8,8.8
2026-01-10T20:00:00Z,7.9,7.9
2026-01-10T21:00:00Z,9.4,9.4
2026-01-10T22:00:00Z,8.9,8.9
2026-01-10T23:00:00Z,10.5,10.5
2026-01-11T00:00:00Z,9.1,9.1
2026-01-11T01:00:00Z,7.8,7.8
2026-01-11T02:00:00Z,8.2,8.2
2026-01-11T03:00:00Z,18.3,18.3
2026-01-11T04:00:00Z,22.9,22.9
2026-01-11T05:00:00Z,24.2,24.2
2026-01-11T06:00:00Z,20.8,20.8
2026-01-11T07:00:00Z,21.5,21.5
2026-01-11T08:00:00Z,22.8,22.8
2026-01-11T09:00:00Z,21.3,21.3
2026-01-11T10:00:00Z,23.1,23.2
2026-01-11T11:00:00Z,25.2,25.2
2026-01-11T12:00:00Z,24.3,24.3
2026-01-11T13:00:00Z,25,25
2026-01-11T14:00:00Z,26.4,26.5
2026-01-11T15:00:00Z,30.2,31.2
2026-01-11T16:00:00Z,35,37.8
2026-01-11T17:00:00Z,36,39.5
2026-01-11T18:00:00Z,34.3,37.4
2026-01-11T19:00:00Z,34.1,37.5
2026-01-11T20:00:00Z,32.1,34.7
2026-01-11T21:00:00Z,28.1,29.2
2026-01-11T22:00:00Z,28.1,29.2
2026-01-11T23:00:00Z,33.2,36.3
2026-01-12T00:00:00Z,36.6,41.6
2026-01-12T01:00:00Z,35.9,40.2
2026-01-12T02:00:00Z,42.2,51.7
2026-01-12T03:00:00Z,44.8,56.3
2026-01-12T04:00:00Z,44,54.5
2026-01-12T05:00:00Z,44.1,54.3
2026-01-12T06:00:00Z,44.4,55.1
2026-01-12T07:00:00Z,44.7,55.8
2026-01-12T08:00:00Z,45,56.4
2026-01-12T09:00:00Z,44,54
2026-01-12T10:00:00Z,44.4,54.9
2026-01-12T11:00:00Z,47.3,61.5
2026-01-12T12:00:00Z,46.6,60.2
2026-01-12T13:00:00Z,46,58.7
2026-01-12T14:00:00Z,47.1,61
2026-01-12T15:00:00Z,50.9,69.8
2026-01-12T16:00:00Z,51.2,70.9
2026-01-12T17:00:00Z,53.3,76.1
2026-01-12T18:00:00Z,50.4,70.9
2026-01-12T19:00:00Z,48.1,66.5
2026-01-12T20:00:00Z,48.6,65.3
2026-01-12T21:00:00Z,46.8,61.9
2026-01-12T22:00:00Z,46.4,61.6
2026-01-12T23:00:00Z,43.7,56.5
2026-01-13T00:00:00Z,46.1,61.5
2026-01-13T01:00:00Z,45.5,61.6
2026-01-13T02:00:00Z,48.2,66.1
2026-01-13T03:00:00Z,49.1,66.5
2026-01-13T04:00:00Z,47.7,63.3
2026-01-13T05:00:00Z,48.4,64.6
2026-01-13T06:00:00Z,48.9,66
2026-01-13T07:00:00Z,46.7,60.7
2026-01-13T08:00:00Z,46.1,59.2
2026-01-13T09:00:00Z,46,59.1
2026-01-13T10:00:00Z,47,61.2
2026-01-13T11:00:00Z,46.5,60.2
2026-01-13T12:00:00Z,46.5,59.9
2026-01-13T13:00:00Z,47.5,62.1
2026-01-13T14:00:00Z,48,63.5
2026-01-13T15:00:00Z,49.8,67.8
2026-01-13T16:00:00Z,53.7,76.7
2026-01-13T17:00:00Z,55.1,80.5
2026-01-13T18:00:00Z,53.4,78.5
2026-01-13T19:00:00Z,52.5,75.4
2026-01-13T20:00:00Z,52.1,73
2026-01-13T21:00:00Z,51.1,71.2
2026-01-13T22:00:00Z,56.9,82.8
2026-01-13T23:00:00Z,52.7,75.9
2026-01-14T00:00:00Z,51.4,73.6
2026-01-14T01:00:00Z,46.9,66.5
2026-01-14T02:00:00Z,46,64.3
2026-01-14T03:00:00Z,46.2,64
2026-01-14T04:00:00Z,48.9,70
2026-01-14T05:00:00Z,51.2,71.7
2026-01-14T06:00:00Z,51,71.4
2026-01-14T07:00:00Z,50.9,71.4
2026-01-14T08:00:00Z,50.3,70
2026-01-14T09:00:00Z,50.7,70.6
2026-01-14T10:00:00Z,49.6,67.5
2026-01-14T11:00:00Z,49.4,66.8
2026-01-14T12:00:00Z,50,68.4
2026-01-14T13:00:00Z,49.2,66.1
2026-01-14T14:00:00Z,48.4,64.2
2026-01-14T15:00:00Z,48.4,64
2026-01-14T16:00:00Z,54.5,77.5
2026-01-14T17:00:00Z,62.9,94.2
2026-01-14T18:00:00Z,56,83.6
2026-01-14T19:00:00Z,54,78.6
2026-01-14T20:00:00Z,55.2,79.5
2026-01-14T21:00:00Z,50.3,70.2
2026-01-14T22:00:00Z,48.7,67.9
2026-01-14T23:00:00Z,48.2,67.1
2026-01-15T00:00:00Z,45.5,60.7
2026-01-15T01:00:00Z,42.3,55.3
2026-01-15T02:00:00Z,45.5,62.8
2026-01-15T03:00:00Z,45.3,61.3
2026-01-15T04:00:00Z,47.4,64
2026-01-15T05:00:00Z,47.7,63.6
2026-01-15T06:00:00Z,46.7,61.5
2026-01-15T07:00:00Z,44.1,55.5
2026-01-15T08:00:00Z,40.6,48
2026-01-15T09:00:00Z,34.2,36.9
2026-01-15T10:00:00Z,35.4,38.7
2026-01-15T11:00:00Z,34.8,37.6
2026-01-15T12:00:00Z,38.4,43.5
2026-01-15T13:00:00Z,38.9,44.3
2026-01-15T14:00:00Z,40.4,47
2026-01-15T15:00:00Z,38.8,44.2
2026-01-15T16:00:00Z,42.9,52.5
2026-01-15T17:00:00Z,43.8,56.9
2026-01-15T18:00:00Z,40.7,52.1
2026-01-15T19:00:00Z,42.2,53.9
2026-01-15T20:00:00Z,45.8,61.7
2026-01-15T21:00:00Z,42.4,54
2026-01-15T22:00:00Z,40.5,49.7
2026-01-15T23:00:00Z,41.1,52
2026-01-16T00:00:00Z,45.7,64.3
2026-01-16T01:00:00Z,43.7,58.9
2026-01-16T02:00:00Z,45.5,61.8
2026-01-16T03:00:00Z,48.2,66.9
2026-01-16T04:00:00Z,49.7,69.7
2026-01-16T05:00:00Z,51.6,73.7
2026-01-16T06:00:00Z,47.9,64.4
2026-01-16T07:00:00Z,46.5,61
2026-01-16T08:00:00Z,49,66.5
2026-01-16T09:00:00Z,44.6,56.1
2026-01-16T10:00:00Z,43.8,54
2026-01-16T11:00:00Z,43.1,52.5
2026-01-16T12:00:00Z,42.5,51.5
2026-01-16T13:00:00Z,42.9,52.2
2026-01-16T14:00:00Z,43.4,53.3
2026-01-16T15:00:00Z,42.2,50.8
2026-01-16T16:00:00Z,47.7,62.9
2026-01-16T17:00:00Z,52.2,74.2
2026-01-16T18:00:00Z,53.1,77.9
2026-01-16T19:00:00Z,48.6,70.3
2026-01-16T20:00:00Z,44.8,60.9
2026-01-16T21:00:00Z,40,49.1
2026-01-16T22:00:00Z,34.7,38.7
2026-01-16T23:00:00Z,36.1,41.7
2026-01-17T00:00:00Z,38.5,47
2026-01-17T01:00:00Z,41.1,52.2
2026-01-17T02:00:00Z,41.9,53.4
2026-01-17T03:00:00Z,43.3,56.2
2026-01-17T04:00:00Z,43.8,56.6
2026-01-17T05:00:00Z,44.3,56.7
2026-01-17T06:00:00Z,44.2,55.2
2026-01-17T07:00:00Z,44,54.8
2026-01-17T08:00:00Z,43.5,53.5
2026-01-17T09:00:00Z,41.9,49.9
2026-01-17T10:00:00Z,39.6,45.7
2026-01-17T11:00:00Z,37.7,42.3
2026-01-17T12:00:00Z,35.9,39.5
2026-01-17T13:00:00Z,34.5,37.2
2026-01-17T14:00:00Z,31.1,32.6
2026-01-17T15:00:00Z,32,33.6
2026-01-17T16:00:00Z,40.3,47.2
2026-01-17T17:00:00Z,40.4,47.6
2026-01-17T18:00:00Z,33.2,37
2026-01-17T19:00:00Z,29.6,31.6
2026-01-17T20:00:00Z,26,26.6
2026-01-17T21:00:00Z,25.5,26
2026-01-17T22:00:00Z,13.8,13.8
2026-01-17T23:00:00Z,10.1,10.1
2026-01-18T00:00:00Z,10.5,10.5
2026-01-18T01:00:00Z,18,19.3
2026-01-18T02:00:00Z,36.9,45.8
2026-01-18T03:00:00Z,24.5,24.6
2026-01-18T04:00:00Z,29.8,30.7
2026-01-18T05:00:00Z,34.6,37.3
2026-01-18T06:00:00Z,34.4,36.8
2026-01-18T07:00:00Z,28.7,29.2
2026-01-18T08:00:00Z,21,21
2026-01-18T09:00:00Z,18.7,18.7
2026-01-18T10:00:00Z,16.8,16.8
2026-01-18T11:00:00Z,15.6,15.6
2026-01-18T12:00:00Z,13.6,13.6
2026-01-18T13:00:00Z,13.2,13.2
2026-01-18T14:00:00Z,14.3,14.3
2026-01-18T15:00:00Z,13.9,13.9
2026-01-18T16:00:00Z,15.4,15.4
2026-01-18T17:00:00Z,18.4,18.4
2026-01-18T18:00:00Z,18.5,18.5
2026-01-18T19:00:00Z,19.6,19.6
2026-01-18T20:00:00Z,17.1,17.1
2026-01-18T21:00:00Z,15.8,15.8
2026-01-18T22:00:00Z,16.5,16.5
2026-01-18T23:00:00Z,22,22.2
2026-01-19T00:00:00Z,24.7,24.9
2026-01-19T01:00:00Z,25.3,25.7
2026-01-19T02:00:00Z,25.4,25.8
2026-01-19T03:00:00Z,29.4,43.3
2026-01-19T04:00:00Z,34.3,36.9
2026-01-19T05:00:00Z,31.8,33.2
2026-01-19T06:00:00Z,29.2,29.8
2026-01-19T07:00:00Z,29.1,29.7
2026-01-19T08:00:00Z,27.8,28.2
2026-01-19T09:00:00Z,25.4,25.4
2026-01-19T10:00:00Z,24.3,24.4
2026-01-19T11:00:00Z,21.6,21.6
2026-01-19T12:00:00Z,20.8,20.8
2026-01-19T13:00:00Z,21.8,21.8
2026-01-19T14:00:00Z,25.5,25.7
2026-01-19T15:00:00Z,29,29.7
2026-01-19T16:00:00Z,38.4,43.4
2026-01-19T17:00:00Z,34.7,38.1
2026-01-19T18:00:00Z,29,30.5
2026-01-19T19:00:00Z,25.9,26.5
2026-01-19T20:00:00Z,24.3,24.5
2026-01-19T21:00:00Z,26,26.5
2026-01-19T22:00:00Z,18.7,18.9
2026-01-19T23:00:00Z,16.4,16.4
2026-01-20T00:00:00Z,16.1,16.1
2026-01-20T01:00:00Z,20.3,20.4
2026-01-20T02:00:00Z,28.8,29.6
2026-01-20T03:00:00Z,30.4,31.5
2026-01-20T04:00:00Z,29.6,30.6
2026-01-20T05:00:00Z,27,27.3
2026-01-20T06:00:00Z,32.7,34.6
2026-01-20T07:00:00Z,26.9,27.1
2026-01-20T08:00:00Z,23.8,23.8
2026-01-20T09:00:00Z,21.6,21.6
2026-01-20T10:00:00Z,21.4,21.4
2026-01-20T11:00:00Z,21,21
2026-01-20T12:00:00Z,20.5,20.5
2026-01-20T13:00:00Z,18.5,18.5
2026-01-20T14:00:00Z,18.2,18.2
2026-01-20T15:00:00Z,19.7,19.7
2026-01-20T16:00:00Z,24.5,24.6
2026-01-20T17:00:00Z,26.9,27.2
2026-01-20T18:00:00Z,23.4,23.5
2026-01-20T19:00:00Z,19.8,19.8
2026-01-20T20:00:00Z,17.7,17.7
2026-01-20T21:00:00Z,15,15
2026-01-20T22:00:00Z,13.2,13.2
2026-01-20T23:00:00Z,16.7,16.7
2026-01-21T00:00:00Z,21.4,21.5
2026-01-21T01:00:00Z,24.1,24.3
2026-01-21T02:00:00Z,23.2,23.2
2026-01-21T03:00:00Z,27.5,27.9
2026-01-21T04:00:00Z,27.6,28
2026-01-21T05:00:00Z,28.2,28.6
2026-01-21T06:00:00Z,25,25.1
2026-01-21T07:00:00Z,23.2,23.3
2026-01-21T08:00:00Z,21.8,21.8
2026-01-21T09:00:00Z,20.6,20.6
2026-01-21T10:00:00Z,21.2,21.3
2026-01-21T11:00:00Z,17.4,17.4
2026-01-21T12:00:00Z,17.6,17.6
2026-01-21T13:00:00Z,17.5,17.5
2026-01-21T14:00:00Z,22.6,22.7
2026-01-21T15:00:00Z,24.2,24.2
2026-01-21T16:00:00Z,23,23.1
2026-01-21T17:00:00Z,21.1,21.1
2026-01-21T18:00:00Z,15.3,15.3
2026-01-21T19:00:00Z,13.3,13.3
2026-01-21T20:00:00Z,13.9,13.9
2026-01-21T21:00:00Z,12.5,12.5
2026-01-21T22:00:00Z,17.5,17.5
2026-01-21T23:00:00Z,27.5,28.6
2026-01-22T00:00:00Z,28.6,29.9
2026-01-22T01:00:00Z,26.6,27.3
2026-01-22T02:00:00Z,26.9,27.5
2026-01-22T03:00:00Z,30.8,32.2
2026-01-22T04:00:00Z,33.7,36.1
2026-01-22T05:00:00Z,33.3,35.5
2026-01-22T06:00:00Z,31.2,32.6
2026-01-22T07:00:00Z,29.4,30.3
2026-01-22T08:00:00Z,29.9,30.8
2026-01-22T09:00:00Z,28.9,29.8
2026-01-22T10:00:00Z,29.5,30.5
2026-01-22T11:00:00Z,31.7,33.7
2026-01-22T12:00:00Z,32.7,35
2026-01-22T13:00:00Z,32.4,34.8
2026-01-22T14:00:00Z,32.1,34.9
2026-01-22T15:00:00Z,32.3,35.1
2026-01-22T16:00:00Z,35.8,39.2
2026-01-22T17:00:00Z,33.7,36.3
2026-01-22T18:00:00Z,30.2,32
2026-01-22T19:00:00Z,29.5,31.1
2026-01-22T20:00:00Z,30.3,32.2
2026-01-22T21:00:00Z,35.4,39.7
2026-01-22T22:00:00Z,34.9,38.9
2026-01-22T23:00:00Z,32.6,35.3
2026-01-23T00:00:00Z,32.5,35
2026-01-23T01:00:00Z,34.1,37.2
2026-01-23T02:00:00Z,37.8,42.6
2026-01-23T03:00:00Z,40.6,47.6
2026-01-23T04:00:00Z,42.4,51
2026-01-23T05:00:00Z,40.6,47.9
2026-01-23T06:00:00Z,37.5,42
2026-01-23T07:00:00Z,37.3,41.5
2026-01-23T08:00:00Z,33.9,36.1
2026-01-23T09:00:00Z,33,34.8
2026-01-23T10:00:00Z,32.7,34.5
2026-01-23T11:00:00Z,32.7,34.5
2026-01-23T12:00:00Z,32.6,34.1
2026-01-23T13:00:00Z,33.9,36.1
2026-01-23T14:00:00Z,36.2,39.4
2026-01-23T15:00:00Z,37.2,41.3
2026-01-23T16:00:00Z,43.1,53
2026-01-23T17:00:00Z,45.1,58.5
2026-01-23T18:00:00Z,44.8,58.9
2026-01-23T19:00:00Z,45.6,60.2
2026-01-23T20:00:00Z,45.5,60
2026-01-23T21:00:00Z,48.4,67.2
2026-01-23T22:00:00Z,44.6,58.6
2026-01-23T23:00:00Z,40.8,50.6
2026-01-24T00:00:00Z,33.5,37.4
2026-01-24T01:00:00Z,27.5,28.6
2026-01-24T02:00:00Z,31.7,34.2
2026-01-24T03:00:00Z,31.7,34
2026-01-24T04:00:00Z,31.7,34.1
2026-01-24T05:00:00Z,23.3,23.4
2026-01-24T06:00:00Z,20.1,20.1
2026-01-24T07:00:00Z,20.5,20.5
2026-01-24T08:00:00Z,21.2,21.2
2026-01-24T09:00:00Z,20.4,20.4
2026-01-24T10:00:00Z,21,21
2026-01-24T11:00:00Z,22.6,22.6
2026-01-24T12:00:00Z,22.8,22.8
2026-01-24T13:00:00Z,21,21
2026-01-24T14:00:00Z,22.5,22.6
2026-01-24T15:00:00Z,27.2,27.6
2026-01-24T16:00:00Z,23.2,23.2
2026-01-24T17:00:00Z,20.5,20.5
2026-01-24T18:00:00Z,20.1,20.2
2026-01-24T19:00:00Z,18,18
2026-01-24T20:00:00Z,13.1,13.1
2026-01-24T21:00:00Z,10.9,10.9
2026-01-24T22:00:00Z,9.6,9.6
2026-01-24T23:00:00Z,9.5,9.5
